segment_name,md5,program,from_date
frequent openers,6ee9c9e9924c5ca483ad80b1f58c7101,clicplan,2017-09-07 00:00:00.000000
preactivated,ad62b3d588c8aa321bd6fe3c43c1f418,clicplan,2017-09-07 00:00:00.000000
clickers,ee0996b8811c0d0e7d892dabba1fecde,clicplan,2017-09-07 00:00:00.000000
new,fd161d7a73db06bc8bead13bf3df1bfd,clicplan,2017-09-07 00:00:00.000000
new,b0d3bb13ff54849da74e9b62d1ea1e10,clicplan,2017-09-07 00:00:00.000000
frequent openers,cfb94f27ae0468bdf1c8010d9d803e85,clicplan,2017-09-07 00:00:00.000000
new,e47bc67b719728bf9fcf0db2d871596d,clicplan,2017-09-07 00:00:00.000000
frequent openers,8a6e8ddae11d6bbc46b2cda6039f73f6,clicplan,2017-09-07 00:00:00.000000
frequent openers,850b64dc90b10b83a10910681b34a7ea,clicplan,2017-09-07 00:00:00.000000
keepalive,e83ad674e5e32bd8295337439900d80f,clicplan,2017-09-07 00:00:00.000000
frequent openers,1efe4b4f15cf76c901a1623b6b5be3c4,clicplan,2017-09-07 00:00:00.000000
total inactive,f9aad8622f990e9718be69c3419534ed,clicplan,2017-09-07 00:00:00.000000
total inactive,89d6144dfebe569821c6811bb3fafa68,clicplan,2017-09-07 00:00:00.000000
slept,71f5985d803ed8dc718e4f6518dc15c1,clicplan,2017-09-07 00:00:00.000000
frequent openers,19e1315fec3baec6b5fdde4f199e806a,clicplan,2017-09-07 00:00:00.000000
new,6cc495e72613422e220532601b29f828,clicplan,2017-09-07 00:00:00.000000
new,80e462f6e32688aae120e4a6bfb8d15d,clicplan,2017-09-07 00:00:00.000000
aop,be9533949ca7e908dfb71ef21992f7bd,clicplan,2017-09-07 00:00:00.000000
reactivated,595ac9bf4a25e18a1d6595c0ead38291,clicplan,2017-09-07 00:00:00.000000
frequent openers,d7873382995d3ab9d2c1ada7bb1ebfbb,clicplan,2017-09-07 00:00:00.000000
aop,d5ecc8c9911b3c7ad90afe0881824597,clicplan,2017-09-07 00:00:00.000000
awaken,09a1b6e076bed234109054a73f28c615,clicplan,2017-09-07 00:00:00.000000
preactivated,ded5d18b873c87df98e88c7f92498330,clicplan,2017-09-07 00:00:00.000000
frequent openers,64406d74b3cadc0d7b83b8d4d6a2f98f,clicplan,2017-09-07 00:00:00.000000
frequent openers,5b632bb0af0d552085fa919867dfe75d,clicplan,2017-09-07 00:00:00.000000
frequent openers,13fd168b9a3e99cfca912a3b494a400e,clicplan,2017-09-07 00:00:00.000000
frequent openers,bc93815932f140cfacae1b9921f54ef8,clicplan,2017-09-07 00:00:00.000000
new,69d56e35b901f470ccec6cc87499a774,clicplan,2017-09-07 00:00:00.000000
new,0736c8352ff5e3a4c741eaaf04d321da,clicplan,2017-09-07 00:00:00.000000
frequent openers,1bd6c58cab7cbb9ca5e664f586c274a2,clicplan,2017-09-07 00:00:00.000000
clickers,eac48ff297b66a208292b0faee4fe543,clicplan,2017-09-07 00:00:00.000000
frequent openers,2eb7cce1c416c67a735b1c973f43259b,clicplan,2017-09-07 00:00:00.000000
frequent openers,b0e003ed6ed53070f4900aea5929ec46,clicplan,2017-09-07 00:00:00.000000
clickers,982e480c7aa50d1a753ec8adb021aa8a,clicplan,2017-09-07 00:00:00.000000
frequent openers,996754c3ba3ea695a678a786e53c8682,clicplan,2017-09-07 00:00:00.000000
stranger,b453bba8095787de23fb870858859178,clicplan,2017-09-07 00:00:00.000000
new,bb3360daa11923e2f8da10f567d88f5b,clicplan,2017-09-07 00:00:00.000000
frequent openers,6f3acf7264b29a27d3a28995ddef6e1e,clicplan,2017-09-07 00:00:00.000000
reactivated,156065f66096127397abddaadeb69a1b,clicplan,2017-09-07 00:00:00.000000
halfslept,b7ad0c35a4e0f30e671551ab61944e94,clicplan,2017-09-07 00:00:00.000000
preactivated,d77464ea52a7a47891c9942bbfc413d6,clicplan,2017-09-07 00:00:00.000000
frequent openers,5fa1c7cbb42a282c79e4b96021c2d069,clicplan,2017-09-07 00:00:00.000000
new,29c9e1e8a1b5af1f3ecf5f0941cb813c,clicplan,2017-09-07 00:00:00.000000
frequent openers,59cd2da28943912cb1755cd4adf1dfe1,clicplan,2017-09-07 00:00:00.000000
clickers,d294d809aad9ba624b4630947b3502aa,clicplan,2017-09-07 00:00:00.000000
total inactive,ba843c275514b33f7dce6f1f94a73729,clicplan,2017-09-07 00:00:00.000000
stranger,490d9a787ea31d4ff918a06678db1c39,clicplan,2017-09-07 00:00:00.000000
clickers,24232cc06bb0415452bb8f8bb4df03f6,clicplan,2017-09-07 00:00:00.000000
new,ef32af80c48c15772b7e6059fd526254,clicplan,2017-09-07 00:00:00.000000
frequent openers,c5297dc8e147f5823243e87a0b6916a2,clicplan,2017-09-07 00:00:00.000000
frequent openers,fc9e04244dcf3966ff0923718248adcb,clicplan,2017-09-07 00:00:00.000000
slept,ac97d4592049dbf02f47e9b7f7ea25bd,clicplan,2017-09-07 00:00:00.000000
new,6d854bbbfa3a1de968c080aec380cd65,clicplan,2017-09-07 00:00:00.000000
new,c3a8b8d8e0f8b7fa9728caf3ab7d3ccc,clicplan,2017-09-07 00:00:00.000000
halfslept,3f54f3fb87d384aebb1882a87a0881f2,clicplan,2017-09-07 00:00:00.000000
new,866fd94cabf0e0d19c4ea221a1806950,clicplan,2017-09-07 00:00:00.000000
frequent openers,37cb5a42d933026f9527c749f4616e88,clicplan,2017-09-07 00:00:00.000000
frequent openers,4af987acb8a0b512fbe4d04dbfdb8f79,clicplan,2017-09-07 00:00:00.000000
clickers,e1a7641b415e6cda52032819960ace44,clicplan,2017-09-07 00:00:00.000000
new,8b3fea82828e44344ce5f82676177d5a,clicplan,2017-09-07 00:00:00.000000
frequent openers,425ad8f1f41f0e71955882e9c66fcbfc,clicplan,2017-09-07 00:00:00.000000
new,b117dafa9ddc14857fac363ca04a28c0,clicplan,2017-09-07 00:00:00.000000
frequent openers,90f4342ff6b74fc4173c59af279f0422,clicplan,2017-09-07 00:00:00.000000
new,ffe19de89a41018628119c7cd3dfee23,clicplan,2017-09-07 00:00:00.000000
total inactive,37a5a878558b94e7a62e9e7e0f046e52,clicplan,2017-09-07 00:00:00.000000
frequent openers,cd65160dbb964f8a6b890b57759c11e6,clicplan,2017-09-07 00:00:00.000000
frequent openers,4eb3fd9cdf0b6905b9b5702f28eb0ba9,clicplan,2017-09-07 00:00:00.000000
new,3151bda7d575dc24bcf0d0744889722e,clicplan,2017-09-07 00:00:00.000000
preactivated,f9b8c809ea375689f0ce97eef902d0bf,clicplan,2017-09-07 00:00:00.000000
halfslept,a27d36ad8787c64817093d8404c91783,clicplan,2017-09-07 00:00:00.000000
keepalive,a67755f8d1c7cb7da2222dc8a28d68b5,clicplan,2017-09-07 00:00:00.000000
halfslept,f3eec5c3c201865470849ae62d322dc2,clicplan,2017-09-07 00:00:00.000000
total inactive,acb3d7d93eb7ff054657f2e72eaaaf1a,clicplan,2017-09-07 00:00:00.000000
keepalive,7f01a5ff8e271bd4b1e14f8ace7378fa,clicplan,2017-09-07 00:00:00.000000
new,fa4d26e2dfc83ebcc54e555ecb988ce7,clicplan,2017-09-07 00:00:00.000000
total inactive,bb6cbc7dfd04534d1ff59f9eb47fe4a3,clicplan,2017-09-07 00:00:00.000000
frequent openers,dffc2dc0923432faf957dab006f52688,clicplan,2017-09-07 00:00:00.000000
new,dba0f937afc08a4a6dcb5409aaff0e6a,clicplan,2017-09-07 00:00:00.000000
frequent openers,f22f9673f6c36ae011ab159492c34dfc,clicplan,2017-09-07 00:00:00.000000
halfslept,4a2e8e3220ef6b34729e51e544782445,clicplan,2017-09-07 00:00:00.000000
clickers,dd267920c85600398dbc61decf9c4fdf,clicplan,2017-09-07 00:00:00.000000
frequent openers,048b0e5da91d9e88a20ed088884caafc,clicplan,2017-09-07 00:00:00.000000
new,d70b09c96fa3268d31adc130dbd53105,clicplan,2017-09-07 00:00:00.000000
new,760e2e99b9d615389c4281493c47b759,clicplan,2017-09-07 00:00:00.000000
new,076cd8bae4cc2a960b66bf7c3a83cf00,clicplan,2017-09-07 00:00:00.000000
new,96f8a9b798fa3e7d39f6f3ba74e7cf86,clicplan,2017-09-07 00:00:00.000000
new,2f001b138210e428101e610647b31f49,clicplan,2017-09-07 00:00:00.000000
preactivated,9f046ee1c9e2d545e25715b8fe0db93a,clicplan,2017-09-07 00:00:00.000000
frequent openers,af7bd37fa22d2a7b9fe35c24a98b019a,clicplan,2017-09-07 00:00:00.000000
frequent openers,7657d3dd5314a6ca8ae5a97f66b6db75,clicplan,2017-09-07 00:00:00.000000
new,c374adfc8c6df76b1ca127d05fab8cc7,clicplan,2017-09-07 00:00:00.000000
new,5a0f7b993e56255b2272cd5341dc7260,clicplan,2017-09-07 00:00:00.000000
frequent openers,55fa1bb00463383cd8483a20bbdd8f2b,clicplan,2017-09-07 00:00:00.000000
halfslept,ca7cb78f6cd0e194c521110b2074a9b7,clicplan,2017-09-07 00:00:00.000000
total inactive,c142d4b88779767474d2c15064eb1ee0,clicplan,2017-09-07 00:00:00.000000
new,35ec84b25ac3eed6a479cead9a63aab1,clicplan,2017-09-07 00:00:00.000000
clickers,2b95abcbf74ac47791a0c8af56ccdd3f,clicplan,2017-09-07 00:00:00.000000
new,de94589a432ab2f5378e8ad0eaa1c30c,clicplan,2017-09-07 00:00:00.000000
awaken,96e93c52b71fa416cd5731a9a62fa9c6,clicplan,2017-09-07 00:00:00.000000
halfslept,8948bb419553361fe88ae948b4b746aa,clicplan,2017-09-07 00:00:00.000000
frequent openers,3357e6c0a61727148f6b4255b48abf9b,clicplan,2017-09-07 00:00:00.000000
stranger,49cf750372e28e69d48dff501898caa9,clicplan,2017-09-07 00:00:00.000000
new,c5cfe10b922de6c0632bd69531caa7b1,clicplan,2017-09-07 00:00:00.000000
frequent openers,d6821203272ce0a58faf8b21619de15c,clicplan,2017-09-07 00:00:00.000000
frequent openers,504d8c36a8db49555845c3df307b0763,clicplan,2017-09-07 00:00:00.000000
frequent openers,01d989664b171ab7ac60979e7a32c182,clicplan,2017-09-07 00:00:00.000000
new,78260584bada0a278f845f978de1b884,clicplan,2017-09-07 00:00:00.000000
frequent openers,cf2a183233c2dceac197b33e8f07b299,clicplan,2017-09-07 00:00:00.000000
frequent openers,9d9cdff300b8aa6cedcd00ff08f03a2e,clicplan,2017-09-07 00:00:00.000000
new,8e8a068f9066df7beec0035a8310b3e3,clicplan,2017-09-07 00:00:00.000000
frequent openers,a849252b4d70503624d721ecca27f9b3,clicplan,2017-09-07 00:00:00.000000
frequent openers,5566fc393c7f13a340c0ea767dcc3612,clicplan,2017-09-07 00:00:00.000000
clickers,1b0dedfe16edb72ba53c6fa623dc497f,clicplan,2017-09-07 00:00:00.000000
total inactive,6044dae03a74e576be9740a4937e593d,clicplan,2017-09-07 00:00:00.000000
new,aab243fd1d5c678a28247ea0f8a2ac5e,clicplan,2017-09-07 00:00:00.000000
new,3e34086f2d06fc6c3f70be3a99d4ad06,clicplan,2017-09-07 00:00:00.000000
clickers,16fc225f3664a2f6b8d4aa0c9f7cd97b,clicplan,2017-09-07 00:00:00.000000
frequent openers,967a5015321ee821f5d5b4b4ecc5924f,clicplan,2017-09-07 00:00:00.000000
stranger,d37e407992aca11d22f309905fc3440f,clicplan,2017-09-07 00:00:00.000000
preactivated,ba30188f7f65a0a1abfdbf1ed9314004,clicplan,2017-09-07 00:00:00.000000
frequent openers,6d0295a87a6a1e836abb9da7c1e57554,clicplan,2017-09-07 00:00:00.000000
frequent openers,6d026de11f4bcf95a928e8a1739ea3b9,clicplan,2017-09-07 00:00:00.000000
preactivated,c64c49154e98cfcbad10b79734c149b5,clicplan,2017-09-07 00:00:00.000000
reactivated,3e84ebdf6751f1fdf81b85a6d6f82dc1,clicplan,2017-09-07 00:00:00.000000
new,a5363fdaaef278b9abf754623a654bf5,clicplan,2017-09-07 00:00:00.000000
halfslept,55bc6a194021c9d6571a653cb9511d23,clicplan,2017-09-07 00:00:00.000000
total inactive,ec6b103fd7d543459adaa0ff77e8d5c5,clicplan,2017-09-07 00:00:00.000000
clickers,742be137c883ad6f5f041e8151dd9099,clicplan,2017-09-07 00:00:00.000000
frequent openers,03dbfbd8280bacf75150f91493c883ab,clicplan,2017-09-07 00:00:00.000000
stranger,925bb930768606322059a155e15ebb1d,clicplan,2017-09-07 00:00:00.000000
reactivated,a5c9e3764d18a2bebc488ffd29c31afb,clicplan,2017-09-07 00:00:00.000000
frequent openers,0fa9cdc2eecf003da591ee2904f87ce4,clicplan,2017-09-07 00:00:00.000000
frequent openers,11f3bc871081d7f3d6bf47c088eb5c7a,clicplan,2017-09-07 00:00:00.000000
clickers,1338718f190a68ea4a6b0aac8c1903d3,clicplan,2017-09-07 00:00:00.000000
new,f37911030418aaea0fe54487d929053a,clicplan,2017-09-07 00:00:00.000000
preactivated,2cf047287cfdea46bd8228d742beb35e,clicplan,2017-09-07 00:00:00.000000
frequent openers,a74db8a6e98ce7a7f1fb7cd490e35933,clicplan,2017-09-07 00:00:00.000000
slept,20f5855e7758b7152956a5fd149f2968,clicplan,2017-09-07 00:00:00.000000
stranger,5bea645c5b08b4bda21292902eec011b,clicplan,2017-09-07 00:00:00.000000
new,5500c98732a163f5d8fb0924358eae4b,clicplan,2017-09-07 00:00:00.000000
frequent openers,f7f2282bc8ceeacd54d1002340aa289d,clicplan,2017-09-07 00:00:00.000000
frequent openers,e451910452c58a3152a91b89c53442c6,clicplan,2017-09-07 00:00:00.000000
total inactive,52e0ae068fcdc0373e2d348de4782d57,clicplan,2017-09-07 00:00:00.000000
awaken,3de123d3187ab239154b49ab075f5768,clicplan,2017-09-07 00:00:00.000000
new,60f4fbacdb31dd8474fe2b09577b2985,clicplan,2017-09-07 00:00:00.000000
keepalive,6d7dfdb37bfd13ab70d481db445fbe88,clicplan,2017-09-07 00:00:00.000000
halfslept,add3dd4214cfda4797bf22230596c6c6,clicplan,2017-09-07 00:00:00.000000
new,b279d3859ac7b2b7aaa4536edfae1224,clicplan,2017-09-07 00:00:00.000000
new,29d819744d88e3c893137afe4b02a0fb,clicplan,2017-09-07 00:00:00.000000
clickers,379c21117b4fd4427ae472c415ea1658,clicplan,2017-09-07 00:00:00.000000
frequent openers,3127a74caf3b3248ed0eb2665698f507,clicplan,2017-09-07 00:00:00.000000
new,8c499683820733423f4e1271b04efdb0,clicplan,2017-09-07 00:00:00.000000
clickers,9660a78b634337d7b805b2aec02f26aa,clicplan,2017-09-07 00:00:00.000000
halfslept,a69ba9872b41528ce8fc209a5868f4fb,clicplan,2017-09-07 00:00:00.000000
new,43931de54bfe8e5ffa92d93c35b4a83b,clicplan,2017-09-07 00:00:00.000000
frequent openers,35f1ea80020802f40ae03531d98d6760,clicplan,2017-09-07 00:00:00.000000
keepalive,433ff0ee6f6cefc08231624b314023ca,clicplan,2017-09-07 00:00:00.000000
stranger,f440498a1c961b72eb6ea2396c5a67c1,clicplan,2017-09-07 00:00:00.000000
clickers,fa05cbc6c2340a1af85c287bfaee4131,clicplan,2017-09-07 00:00:00.000000
halfslept,2446a5767a5d1dbb373432f19b3edc88,clicplan,2017-09-07 00:00:00.000000
total inactive,df5698361ad69bbbb5c22941bdc006cb,clicplan,2017-09-07 00:00:00.000000
frequent openers,73d824116fe3919d13d788daa6f35c53,clicplan,2017-09-07 00:00:00.000000
frequent openers,4ea5bac64006fad5bf75b436aa186df6,clicplan,2017-09-07 00:00:00.000000
stranger,d4630e42dabbda00135fe2a6291ad0d8,clicplan,2017-09-07 00:00:00.000000
new,e665e2c5a49e22e18344a581ad9ac71c,clicplan,2017-09-07 00:00:00.000000
new,7a2f5187def7adaf2f8b50a3435df398,clicplan,2017-09-07 00:00:00.000000
new,3b6e00b33521740ebf0adbe18f384d82,clicplan,2017-09-07 00:00:00.000000
frequent openers,2762c90e4e369d2568c13cd0fae260e8,clicplan,2017-09-07 00:00:00.000000
frequent openers,f282aa0cd983ef0a984485103f098777,clicplan,2017-09-07 00:00:00.000000
frequent openers,933ab8dc932a3eb63db840ec95b31214,clicplan,2017-09-07 00:00:00.000000
new,cdf9e7cf38f5607aca7513cd310a4cd5,clicplan,2017-09-07 00:00:00.000000
frequent openers,f6cc81bfa70c86fad414660316863bdd,clicplan,2017-09-07 00:00:00.000000
clickers,b95e20af59ff13d078324b997c3a7fec,clicplan,2017-09-07 00:00:00.000000
total inactive,a2d44ca2e77ff8c501076fb20ff3f7a1,clicplan,2017-09-07 00:00:00.000000
frequent openers,8686d02fb5d0a8dbaeb998629ad14a0b,clicplan,2017-09-07 00:00:00.000000
new,0a7843d9ccbb4d1d4ebd579c712641c5,clicplan,2017-09-07 00:00:00.000000
frequent openers,ccf2b029e3805a88377289cdb26160ba,clicplan,2017-09-07 00:00:00.000000
frequent openers,cca0789478f63a9d6758b949acd5f113,clicplan,2017-09-07 00:00:00.000000
new,76b562937ffba0b753fe42835fc9a905,clicplan,2017-09-07 00:00:00.000000
frequent openers,c5445430abd9ec1c98ad71ab8d5a399c,clicplan,2017-09-07 00:00:00.000000
frequent openers,956d4be3dd4833053843374f0a516086,clicplan,2017-09-07 00:00:00.000000
halfslept,d7b40ee44b115d44614d62c0402dc43d,clicplan,2017-09-07 00:00:00.000000
frequent openers,ff4b9c9657954d352354d2ff76bbde8c,clicplan,2017-09-07 00:00:00.000000
halfslept,86e965427dcc846361e356828d6d1937,clicplan,2017-09-07 00:00:00.000000
clickers,454ae8f313f540bee53158270902315b,clicplan,2017-09-07 00:00:00.000000
clickers,79c17a0cb2b27b90d7b3837156d97848,clicplan,2017-09-07 00:00:00.000000
frequent openers,c0fb0363cdd9a4b6ecb2f2e2e6119d16,clicplan,2017-09-07 00:00:00.000000
frequent openers,d6908713dd4754f9436d9d6c66707079,clicplan,2017-09-07 00:00:00.000000
halfslept,18a2af545d83a87cdf85853f76e970d9,clicplan,2017-09-07 00:00:00.000000
new,097b28e7654b2722f5e2fa9a401d81ea,clicplan,2017-09-07 00:00:00.000000
new,438b1b63e5e44941e80773e645725336,clicplan,2017-09-07 00:00:00.000000
new,2ceca1a5fa60888c6a3a0ff59f0a6e31,clicplan,2017-09-07 00:00:00.000000
new,d86a300fa59421e949f6bb9cf5e82d6e,clicplan,2017-09-07 00:00:00.000000
reactivated,5800a9df504ffa15596dca4e43e1d14d,clicplan,2017-09-07 00:00:00.000000
frequent openers,30316e88e6f1dec40ecdc83d2d22a6d3,clicplan,2017-09-07 00:00:00.000000
new,dc5711adff09346c0278542347a86412,clicplan,2017-09-07 00:00:00.000000
slept,2d78256ec98bca55f4736fa4086b8737,clicplan,2017-09-07 00:00:00.000000
awaken,75fa7dcf586b96a93b44c43697125f4f,clicplan,2017-09-07 00:00:00.000000
frequent openers,a95768a93b1df4acfa4387fab5e858ea,clicplan,2017-09-07 00:00:00.000000
halfslept,75dbbdf344fbc87c1f17b75e309a2b3b,clicplan,2017-09-07 00:00:00.000000
frequent openers,16ba637e325f1bfc62fc14d3fb6fc6f6,clicplan,2017-09-07 00:00:00.000000
total inactive,6d19c59d4892009f477fe576e10ebbea,clicplan,2017-09-07 00:00:00.000000
new,db212e6d2adcb04990d317d26e9a7183,clicplan,2017-09-07 00:00:00.000000
frequent openers,e9bf2b2370358500c8c96f8ab572150d,clicplan,2017-09-07 00:00:00.000000
reactivated,1ff1a0df1544a6eb8a218c74b4992c93,clicplan,2017-09-07 00:00:00.000000
new,73275a90c5ca8af23aa0e26a91323500,clicplan,2017-09-07 00:00:00.000000
new,4826325fea347955dddb9a0900a8bcd5,clicplan,2017-09-07 00:00:00.000000
stranger,e1aa487bccdc74f22ca0bae7716bb012,clicplan,2017-09-07 00:00:00.000000
frequent openers,f59923d925e171b6363a1edfcce40569,clicplan,2017-09-07 00:00:00.000000
stranger,e4a92c8288ace1a8bdce8e2da887a699,couponandgo,2017-09-07 00:00:00.000000
stranger,236abfa339214a3a3dff80aee83a4415,couponandgo,2017-09-07 00:00:00.000000
clickers,5d919c07bf9a48260c561a92d746b2e9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7572a20ad9c24ae703be554b135d2dc4,couponandgo,2017-09-07 00:00:00.000000
preactivated,58a550ad3bc2e0e9dfd773b8a102fc37,couponandgo,2017-09-07 00:00:00.000000
clickers,84ce967175477f21d9a2e6b2d524315a,couponandgo,2017-09-07 00:00:00.000000
preactivated,494f9c7a59626362fec2dfcc22299949,couponandgo,2017-09-07 00:00:00.000000
frequent openers,edc18c4345cb2a60d917d703b2396704,couponandgo,2017-09-07 00:00:00.000000
frequent openers,5990eca67c7c112d61728c39375212e7,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ca0345ed617fc2aa485176dab78d2012,couponandgo,2017-09-07 00:00:00.000000
frequent openers,19e8c81a8b5abd0813a5c54fc04fbcbc,couponandgo,2017-09-07 00:00:00.000000
halfslept,cb95d4ba78edc7b137ea140dd67fae88,couponandgo,2017-09-07 00:00:00.000000
preactivated,7492e41ad9faf00c56a215dc92ead41e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,819dbb229c4546c4b3ecfdc9de4c4e52,couponandgo,2017-09-07 00:00:00.000000
halfslept,46c158e69a0032ead2cf81bb7a3cab3d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8310ec058568e7f331d597b309459d8d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,184a02201bd3a39eb3b9483c243f25c7,couponandgo,2017-09-07 00:00:00.000000
frequent openers,daa17eafe44804c04087dcb81e1f6d6d,couponandgo,2017-09-07 00:00:00.000000
new,12f8bb0667e7d9a1fe3add73fcfbdc8c,couponandgo,2017-09-07 00:00:00.000000
clickers,ccda4b69a4f6af00f596f90c26961c2b,couponandgo,2017-09-07 00:00:00.000000
clickers,002491b733657e669d709b3e378e049b,couponandgo,2017-09-07 00:00:00.000000
stranger,ec8e9fc02e96d901ff023c8db3a00af6,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e690a5472273dc2eb2a5fc6e0344ffd9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a573dbcc878b65e7e6318c040bab266b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1d98b1a2a057736decc0cd3129f8027c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3d79cb5b76796c393256e650e4a8495d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9c9d26f6dc409852bf329d2c9633dd90,couponandgo,2017-09-07 00:00:00.000000
slept,c82e687b7e915e3747dbd3e174b6c435,couponandgo,2017-09-07 00:00:00.000000
frequent openers,06bf42439821af60f32dc564d5224414,couponandgo,2017-09-07 00:00:00.000000
frequent openers,af7366bcd859f9b01d877d7e32dc83fa,couponandgo,2017-09-07 00:00:00.000000
stranger,585dc305892729c31c4da009da7e630a,couponandgo,2017-09-07 00:00:00.000000
new,127719f8429412c1628e92fe73dba3e2,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d36494960ab572a2551b5fc1e06b5756,couponandgo,2017-09-07 00:00:00.000000
frequent openers,af8c4f65e7bf22797b648cc4e29f05b2,couponandgo,2017-09-07 00:00:00.000000
frequent openers,55d02701dbb2641669c6dee47272f792,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f43b987de98822c3703f04c4cea70e6b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,37028159df0d957db254b1ff3c7bbd53,couponandgo,2017-09-07 00:00:00.000000
halfslept,9a63f3f18b1845903b235367340d155d,couponandgo,2017-09-07 00:00:00.000000
stranger,6c842b3a9d079ff164f18ee90e4dda13,couponandgo,2017-09-07 00:00:00.000000
halfslept,618b4a76aeb3ae73dd4c509869079d77,couponandgo,2017-09-07 00:00:00.000000
stranger,51df5a277ab3a16a020d8c8d2b2c732d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7dad8a910829a13aa20d305783a4397f,couponandgo,2017-09-07 00:00:00.000000
new,74dfb64b2c2a3b5332d33071a24adef5,couponandgo,2017-09-07 00:00:00.000000
stranger,7f2c0806aa7287758bd98db3c5667fd6,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1ed48939a771a33fc843bc9b581295ce,couponandgo,2017-09-07 00:00:00.000000
frequent openers,26cd86f8a9e934719fc840ec94d718a9,couponandgo,2017-09-07 00:00:00.000000
preactivated,c16d55b1628ecb19e106f63c3934c107,couponandgo,2017-09-07 00:00:00.000000
new,a8b28942a4716bb64a29cb0ff59b7ca3,couponandgo,2017-09-07 00:00:00.000000
new,3f2b7e686721a995ecb1b71e7f379315,couponandgo,2017-09-07 00:00:00.000000
halfslept,47fc32f7ac4cd778e36421a8743e2644,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9e9657aa4207a5ad9ba3bf1fa66f7be8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b254675196f752342ecefba1e3229bce,couponandgo,2017-09-07 00:00:00.000000
preactivated,9f23be6a8c5e002482656dc3bb090f05,couponandgo,2017-09-07 00:00:00.000000
frequent openers,04774617b7f6e5dd88794d0278ea80fc,couponandgo,2017-09-07 00:00:00.000000
keepalive,4e2574b169b9662f6ced1e7b6d79e363,couponandgo,2017-09-07 00:00:00.000000
stranger,0b7d2ebf08fdc0d8a5fe69b74e3b45f6,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a615f6549ae65f26d9e7edf453d48702,couponandgo,2017-09-07 00:00:00.000000
clickers,d22f4bf0f0c02e25656ee6016b465cdf,couponandgo,2017-09-07 00:00:00.000000
clickers,a5b142e8e08a03ab7749c231022e52eb,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4f7e84c2c00176c6f4b6abcf5d209cfd,couponandgo,2017-09-07 00:00:00.000000
halfslept,4a9559d2bef90019b991b8f9cfbb3558,couponandgo,2017-09-07 00:00:00.000000
stranger,2f7fcd1c957a1cd6d4cbee0c983c30f2,couponandgo,2017-09-07 00:00:00.000000
frequent openers,385912913a857154fd9326ad7a47a722,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6816247bff3a54f3903ee42d7355f2df,couponandgo,2017-09-07 00:00:00.000000
new,de53211194867c5a0ef25593a2aa79ed,couponandgo,2017-09-07 00:00:00.000000
stranger,94508052251cedf302e1dc4f771463ac,couponandgo,2017-09-07 00:00:00.000000
halfslept,6915284ba7d4fee0e9e7eb30b18ca030,couponandgo,2017-09-07 00:00:00.000000
frequent openers,519430d6c5c855fe78004040cd4a219c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9f372d33280a50da12b08df9ff97b963,couponandgo,2017-09-07 00:00:00.000000
frequent openers,32f7dff563c5bf1f2a4d56f8fe15aa89,couponandgo,2017-09-07 00:00:00.000000
frequent openers,eb58994d4e03213c95665ccb9a0fdfbc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6a7acddbbe6d00296f40069e182f9f3e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3e0efac7350336fdd4b191d9cfaad784,couponandgo,2017-09-07 00:00:00.000000
new,66455371f2b84f1f37b0f5366470ae35,couponandgo,2017-09-07 00:00:00.000000
new,3ba02d207c6f87ef31c95896bf628c36,couponandgo,2017-09-07 00:00:00.000000
preactivated,09d4c22fc12783a6454e73b878c5d854,couponandgo,2017-09-07 00:00:00.000000
frequent openers,81bd8c316e0efa7c18a210772458c1b4,couponandgo,2017-09-07 00:00:00.000000
preactivated,5f247cf7586f66037debd7a62dc41e61,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7b28991825c7b132b15c8b156d89b4ed,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3b4e0642417f4d3cc7f8213cb8d49d4c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c66cf42416bc193bee72e88b27d23aff,couponandgo,2017-09-07 00:00:00.000000
new,8fe35cb3ee6f283c1f9f09ac78c8f7c9,couponandgo,2017-09-07 00:00:00.000000
