segment_name,md5,program,from_date
stranger,12769ac54aa21ea611d794881b2ba313,couponandgo,2017-09-07 00:00:00.000000
frequent openers,533ca589ec1f6473b4c8b6e093ea4540,couponandgo,2017-09-07 00:00:00.000000
clickers,3a994cd6c5b501424847b379f5c95041,couponandgo,2017-09-07 00:00:00.000000
frequent openers,973daa81aa7bea64aa0fedcaba21f96b,couponandgo,2017-09-07 00:00:00.000000
clickers,0ed3b3bd3fa47d954b08ef48f21629a4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,647b0c2d587678b624d2237837d1fb9d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,caaa3608e49dc92f47265f9d7c679453,couponandgo,2017-09-07 00:00:00.000000
clickers,3e8d903fc2f7ce4171c6ad864143d452,couponandgo,2017-09-07 00:00:00.000000
stranger,83f0ff419b7089352743734e85347307,couponandgo,2017-09-07 00:00:00.000000
stranger,59189bb0707fd2fd89670ca8c66c788d,couponandgo,2017-09-07 00:00:00.000000
stranger,a6aca3ad3f92b972cb4ef19370a3982d,couponandgo,2017-09-07 00:00:00.000000
clickers,1f22f09ae9658e155888436c8b7c8c64,couponandgo,2017-09-07 00:00:00.000000
preactivated,c3034a539c833c9fec4a1b48d45b9913,couponandgo,2017-09-07 00:00:00.000000
clickers,3f681c8a95b0283913d663e294630004,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a60e6636879c004e0f1c9336ab37c58a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e203488c16dae35c9cdef4ed40d9b396,couponandgo,2017-09-07 00:00:00.000000
clickers,04984fb099060343f3a3adb19abcc509,couponandgo,2017-09-07 00:00:00.000000
stranger,40a52c81f0b63b0712dcb8bd39b565ec,couponandgo,2017-09-07 00:00:00.000000
stranger,0a8007cb3202349d5225f6d135df8c63,couponandgo,2017-09-07 00:00:00.000000
clickers,7c58b9e57267edaa02d70e65eb991013,couponandgo,2017-09-07 00:00:00.000000
frequent openers,aefeed333306d5776f885ee0a175270e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0792ed1b9d6788796c2b1a196b634c4f,couponandgo,2017-09-07 00:00:00.000000
stranger,5855ccc7d557d1d52c02b06c8e2e0ef5,couponandgo,2017-09-07 00:00:00.000000
halfslept,d599f3e596acc1739374e02a710aa4e8,couponandgo,2017-09-07 00:00:00.000000
stranger,bea32845e83b2ed7179d3d48d4a22420,couponandgo,2017-09-07 00:00:00.000000
clickers,ec05838c9a9471d06494c5ea0d8184f6,couponandgo,2017-09-07 00:00:00.000000
new,926fb19919ace82c5b8e2384260e7b20,couponandgo,2017-09-07 00:00:00.000000
frequent openers,de397589350eeb2c024a165a0c1f0f34,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3a93ae72e3991114539348e0eda2ca29,couponandgo,2017-09-07 00:00:00.000000
halfslept,6b1fd12c0bdad568a9b64058cec43511,couponandgo,2017-09-07 00:00:00.000000
stranger,2747f1030711a519064206c3bd5133a5,couponandgo,2017-09-07 00:00:00.000000
halfslept,40388c67476f3ab028d257f8ad565b9e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,68318df9db12c619af2dfe55c78907b8,couponandgo,2017-09-07 00:00:00.000000
preactivated,b1911ac177e5b00774fa9cef93a61933,couponandgo,2017-09-07 00:00:00.000000
frequent openers,27df95ae7e02a84bd57d6f1f4d8e92e4,couponandgo,2017-09-07 00:00:00.000000
halfslept,6a40ac838a37042b025dee6ee629c302,couponandgo,2017-09-07 00:00:00.000000
halfslept,73382d2dcbe950f22318136ce3939410,couponandgo,2017-09-07 00:00:00.000000
preactivated,0cefc0948795f28650370ec7a5c180e4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,088a9c965965822c06759dd53e83773b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4f996753aa338839eb6b75f64a8d9cb2,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a5ec21fb16de938c6b15429b063f4ae0,couponandgo,2017-09-07 00:00:00.000000
frequent openers,bd4377d50dc61916f30c19b6cd6b5318,couponandgo,2017-09-07 00:00:00.000000
preactivated,c10c9de9d4f4911f7642544f1f0b6dd9,couponandgo,2017-09-07 00:00:00.000000
clickers,7e496dcef34c08d493b7238d96e21261,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3deba793815b4258c883fc2cf26a609d,couponandgo,2017-09-07 00:00:00.000000
stranger,a59fdf03f977d4bb4a41def271d20e1f,couponandgo,2017-09-07 00:00:00.000000
frequent openers,bab0c552b08836812728e3f73a22c481,couponandgo,2017-09-07 00:00:00.000000
frequent openers,47abf41b0eed517de7564ac042f8c114,couponandgo,2017-09-07 00:00:00.000000
clickers,91370c6e0910333edc584c29e35c5b65,couponandgo,2017-09-07 00:00:00.000000
frequent openers,812e1de14268c2194e1a8152b7638eda,couponandgo,2017-09-07 00:00:00.000000
stranger,41b25bc41f6926d650e78e5d76b3ece0,couponandgo,2017-09-07 00:00:00.000000
clickers,a8e1e0d0bfe85650133ea3b1fbdea64d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6a176f88ad314b5218ae5ac26f4267a9,couponandgo,2017-09-07 00:00:00.000000
halfslept,93113914e28d2fd06f01100a33a1a6f6,couponandgo,2017-09-07 00:00:00.000000
stranger,aa86b502113399a3a634537283e0a557,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ae470c60045dc9f54d646579ec73776e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d5ab73b5a80d90dc43083889626ea611,couponandgo,2017-09-07 00:00:00.000000
frequent openers,fa388993e4d8366680b36241ac7b1107,couponandgo,2017-09-07 00:00:00.000000
frequent openers,5d691fb78026a1fc3010b367133eb072,couponandgo,2017-09-07 00:00:00.000000
keepalive,0ba8c9f34299f945453b2490b08c6397,couponandgo,2017-09-07 00:00:00.000000
new,be310a345a59dd25caea7e057b059667,couponandgo,2017-09-07 00:00:00.000000
stranger,6282ce1402cace83dbdc03f953c8eb65,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9864ccd43131f9bc6b9963e860ba1d00,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7df7d2b17cd8f1f486cbee7ec4b3eec4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ff62448db2985abe9c02e6e3e7919f84,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f0dbd5b67d8b30ced75f4503afd9f7c8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c38a4dc58167689ae067a038cbd9cc8f,couponandgo,2017-09-07 00:00:00.000000
stranger,f7ee042cee98a1196955a7a7250e4e58,couponandgo,2017-09-07 00:00:00.000000
frequent openers,760b3834c4eeeda8258fb5923659299b,couponandgo,2017-09-07 00:00:00.000000
stranger,2e178622407c478475fb20a3f3113f3a,couponandgo,2017-09-07 00:00:00.000000
stranger,d2e6a995dca9af9cd672110bf6f3ecbe,couponandgo,2017-09-07 00:00:00.000000
stranger,269ccdb238898ca08b22e8b1b38c3736,couponandgo,2017-09-07 00:00:00.000000
halfslept,8f3a84ebc20a131b3bfc29d07fb581a8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,421605018c6307b5c232899f78df5aa3,couponandgo,2017-09-07 00:00:00.000000
preactivated,67a838e6322abca088caafbb0164d693,couponandgo,2017-09-07 00:00:00.000000
frequent openers,bf07c26af4e551711c20ce21bffcd084,couponandgo,2017-09-07 00:00:00.000000
halfslept,b9f6900cd424cd1c2928d550d1188e0e,couponandgo,2017-09-07 00:00:00.000000
halfslept,9f3c3e9a7c5fb5fca3cc3082f9a55459,couponandgo,2017-09-07 00:00:00.000000
clickers,19d62c944e99287eda82fc4b775c2b7a,couponandgo,2017-09-07 00:00:00.000000
clickers,a5d8e72aab1f127be46c3a77244c3b98,couponandgo,2017-09-07 00:00:00.000000
stranger,cce9bf6fc79be4d6ecdb4467957b07c4,couponandgo,2017-09-07 00:00:00.000000
clickers,102f2c03a27eeb985b41f698e35be9fa,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1fae2347c25388bc4c5f18a56a408cb5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d6a366421a15056c9fe5c60e4fbddf9c,couponandgo,2017-09-07 00:00:00.000000
clickers,01068d1115427b2dc89e50699bacba54,couponandgo,2017-09-07 00:00:00.000000
new,e8422e1d9dff64189907339c169db629,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1ddfcec350bcbf342db1312a04b59fbe,couponandgo,2017-09-07 00:00:00.000000
preactivated,5dcc621fb9a4264361c07a34d31b325a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,fbb1bb19360b1b2e5b2004f3bf0d23cc,couponandgo,2017-09-07 00:00:00.000000
clickers,f1b955c002f7a81f0f83f73546572b49,couponandgo,2017-09-07 00:00:00.000000
stranger,4e556902cca34f995346c8ac70c98c75,couponandgo,2017-09-07 00:00:00.000000
frequent openers,076c4513c240885c4b83fcae8e102a6d,couponandgo,2017-09-07 00:00:00.000000
stranger,cd721ec79e02cd8b5368086894d35faf,couponandgo,2017-09-07 00:00:00.000000
frequent openers,81aab73aac6d2d6e8e1d9fc039e7f6d1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9dfc681cd3781814478650607fe088d6,couponandgo,2017-09-07 00:00:00.000000
frequent openers,06790a824dffac89c103a33033cdc369,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c09ac7599d95b717894d18fb12088ac6,couponandgo,2017-09-07 00:00:00.000000
clickers,3c3dd9da2781891944c22d893a5796f0,couponandgo,2017-09-07 00:00:00.000000
stranger,7db4f9a7dd219baab811405c949b6ea7,couponandgo,2017-09-07 00:00:00.000000
new,46206cc13f13d22b279c942226dd3682,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8216c900937e7525862d65cddfcd3496,couponandgo,2017-09-07 00:00:00.000000
stranger,372c639c42148ec0121675b1bedd8336,couponandgo,2017-09-07 00:00:00.000000
preactivated,0fd2cc5e3a7fab81ed46c36728d13327,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b97d61092a7c11a77b334ad2a3e741aa,couponandgo,2017-09-07 00:00:00.000000
clickers,f2ee90a4d537cbce0183e12df50433a4,couponandgo,2017-09-07 00:00:00.000000
stranger,5b1f972e2e14b04d96abe8dc09d71e75,couponandgo,2017-09-07 00:00:00.000000
clickers,a2345857e5d1d63754b44d69e16e3154,couponandgo,2017-09-07 00:00:00.000000
clickers,1f3a1c324dd937e02a1e4f6b681cc2a4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,12eca9848ea919d4e95fdd9134b65397,couponandgo,2017-09-07 00:00:00.000000
frequent openers,bd8157e1278c378c5f52dc18fd6ef1df,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4c79cf29b8b6c6e5bec61829c658ef01,couponandgo,2017-09-07 00:00:00.000000
stranger,ca6766e5a99cb95d5347851ebe0faa17,couponandgo,2017-09-07 00:00:00.000000
stranger,a04f5648df46a3340f2ac6df0fdc38f1,couponandgo,2017-09-07 00:00:00.000000
clickers,ca8c5279bb62120a7c0b1274b51ba6c6,couponandgo,2017-09-07 00:00:00.000000
stranger,01135ec8559da950b7519f5f7cf9e9ea,couponandgo,2017-09-07 00:00:00.000000
frequent openers,712594222ccb467bfb1f9609edc08eab,couponandgo,2017-09-07 00:00:00.000000
stranger,a9d66ca5d453436a54c8c5630ba08562,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9928a7bf45ba569a2ea94cc26a804330,couponandgo,2017-09-07 00:00:00.000000
frequent openers,85bfce0c46d2b85f24d266c6e24a76bf,couponandgo,2017-09-07 00:00:00.000000
frequent openers,3dd3bab9d2168c3b649788cab3b1f74a,couponandgo,2017-09-07 00:00:00.000000
stranger,650ebc0ca7ac035649265aadf0096f9e,couponandgo,2017-09-07 00:00:00.000000
new,8e69d78a7dc4458f8e15daad3696d0c3,couponandgo,2017-09-07 00:00:00.000000
new,63e87a95c8b04619afb53457709a2984,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d09f12152088474987e1ad1cb64c01b1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8f0d8783caaf0e30bb01289537627985,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7e5e93a1950d6cb8d9fc4f19b80907ca,couponandgo,2017-09-07 00:00:00.000000
stranger,dd88d58fcfa076c76c661bbce2296c5c,couponandgo,2017-09-07 00:00:00.000000
new,1ebf8d7b222e0cbfe4d4d339bc9bb2c1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,799f0a4db76ba619994ef9e0ced645a3,couponandgo,2017-09-07 00:00:00.000000
preactivated,65c4be9b4f3690a794d8f47cfef2f21a,couponandgo,2017-09-07 00:00:00.000000
new,1e331301b4be469a5a7de80b4dc0c9af,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b43460c2735b56b0c43471eb10dc83dc,couponandgo,2017-09-07 00:00:00.000000
stranger,d8ef6e237ebfb03f75aaffb92261784c,couponandgo,2017-09-07 00:00:00.000000
clickers,52d413b9cc61f34c1b444f3647e32831,couponandgo,2017-09-07 00:00:00.000000
new,6b7b6c557de00d5ce84faf65fbe6aba1,couponandgo,2017-09-07 00:00:00.000000
preactivated,79427967f52a049fcdce00ee5b8e0f1c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e3968a1ba363a498796095f706aca7a0,couponandgo,2017-09-07 00:00:00.000000
frequent openers,740a6bb3765e25186b4396befc444806,couponandgo,2017-09-07 00:00:00.000000
new,3a12ca256aadeb4d5a3486f75e742715,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6252fca1e8c11baf1601fd6111790f44,couponandgo,2017-09-07 00:00:00.000000
stranger,07e5c0b262688e79216c3f81864b70d1,couponandgo,2017-09-07 00:00:00.000000
keepalive,d0513b4146d4aa51b878a99a12440b03,couponandgo,2017-09-07 00:00:00.000000
clickers,5845ff465efe975ced9d0d3920c1a3b3,couponandgo,2017-09-07 00:00:00.000000
stranger,9c6b45731d5c90e9606fc5cbd4a70a42,couponandgo,2017-09-07 00:00:00.000000
halfslept,73249b87c0ba4ad2b69cbe975b16a5a9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,89f52e2b6a9c7e1b37a81bd9c8b1261a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c1fee7da6cba6df6e57064b8c1f4a718,couponandgo,2017-09-07 00:00:00.000000
stranger,5638ae03538378149160bddb95f13193,couponandgo,2017-09-07 00:00:00.000000
stranger,bca4d2a823ebcd64d4f77eca4caa3fab,couponandgo,2017-09-07 00:00:00.000000
clickers,7e2c01e68fff00f945eba19fd7ee45b9,couponandgo,2017-09-07 00:00:00.000000
stranger,e19d76986908adc93f2801ad9f1cb173,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a03a3ea4f71768ba87c9bbfcf22e992d,couponandgo,2017-09-07 00:00:00.000000
clickers,1bc97309970d888ca28f0a957035a3af,couponandgo,2017-09-07 00:00:00.000000
stranger,7f607ad8188b57d40d194a7d261a0cc5,couponandgo,2017-09-07 00:00:00.000000
clickers,8ca2d7604e1e8f9160f52828e5775b2a,couponandgo,2017-09-07 00:00:00.000000
stranger,2c618e1c4cef8a4e4abd8a27cdf4b009,couponandgo,2017-09-07 00:00:00.000000
halfslept,477fb057fc05245df96abced41b3ab18,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e27d287df056d7d720acc051860a2502,couponandgo,2017-09-07 00:00:00.000000
new,8f54498ff584672a8b4006dcec153d52,couponandgo,2017-09-07 00:00:00.000000
new,1a5f71f8760d9890a414ae01062d9ceb,couponandgo,2017-09-07 00:00:00.000000
clickers,23b5557c0e146651ab2326a751b2169a,couponandgo,2017-09-07 00:00:00.000000
clickers,b34ce2f116d7ef53757f0f1209d6c8d8,couponandgo,2017-09-07 00:00:00.000000
stranger,8ab4fd1d1f9412c3d9fdd6b99e14cfee,couponandgo,2017-09-07 00:00:00.000000
frequent openers,417839274a91d44615e93c2a11735fd8,couponandgo,2017-09-07 00:00:00.000000
clickers,15ee4b9ce76015fd87b7e7dd2c6dcc62,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7b8d332b20c78ca8dfc326612d46fe91,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1fef84f1363cc2b48bc944eb7a25dd90,couponandgo,2017-09-07 00:00:00.000000
stranger,8fd6955485e304cea624208162e06de2,couponandgo,2017-09-07 00:00:00.000000
halfslept,57d8d78a26508f0e4a94dcb060d3967d,couponandgo,2017-09-07 00:00:00.000000
halfslept,69ad02541c9e3ce42584cb203498084f,couponandgo,2017-09-07 00:00:00.000000
reactivated,1db48b9cb253350eb0e732e3ac0efa76,couponandgo,2017-09-07 00:00:00.000000
halfslept,8ebb083014d6559ad8712eb3a3a17a34,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4c2967d25a4ced56cbc9d301701646ef,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1d3cf4dd946cd0e8c72a6792affd0b1e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8ea8a7dc87652edb1c9bfd4e8cd146eb,couponandgo,2017-09-07 00:00:00.000000
aop,cd4c8654605420aaec74f4dab4dd968b,couponandgo,2017-09-07 00:00:00.000000
stranger,4b80a9c1419ea2fc7b201f49a2492b11,couponandgo,2017-09-07 00:00:00.000000
aop,c43df281d48cd073c124acaed025ace5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a80176eafad79c63b90e36aec68803cc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d2f2b3e750cd1cf5074ff4bcc3f3cf84,couponandgo,2017-09-07 00:00:00.000000
new,4d12a86a62ae1451a261fc24f2153c3f,couponandgo,2017-09-07 00:00:00.000000
halfslept,8d2ee88b789374c0ac98a7c4d9163d27,couponandgo,2017-09-07 00:00:00.000000
new,26c6abe8fdcf72e289e30b099356e3be,couponandgo,2017-09-07 00:00:00.000000
frequent openers,03eca02722ccac0018093ebf585846ff,couponandgo,2017-09-07 00:00:00.000000
aop,2d5dce3745ef6413db7a596dc0fc294d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0ee06bef9389ee7e838559b99b0d6580,couponandgo,2017-09-07 00:00:00.000000
frequent openers,cfc52d8bbe03ccfad8542c664a12acc9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,44fc001358c2bef99674b44bd7cf410e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1a77afd8dc6e95ea0aa127ae480faffd,couponandgo,2017-09-07 00:00:00.000000
new,a923eb1e27fda551c74f4ecff53a1fcc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f17042a1a43daf02685b44a8cf2085ef,couponandgo,2017-09-07 00:00:00.000000
halfslept,6dc8f040e4a4005c3543f28279c5fa23,couponandgo,2017-09-07 00:00:00.000000
clickers,cb0dc8b63993b10118553b8f69cfc166,couponandgo,2017-09-07 00:00:00.000000
frequent openers,174dd93a20e1682d3c8dd5a5675b8960,couponandgo,2017-09-07 00:00:00.000000
preactivated,99191a1d15ba947732a8368f4aaa87d8,couponandgo,2017-09-07 00:00:00.000000
clickers,b9aab69c7cd27c5514c4e73b4f25e0a0,couponandgo,2017-09-07 00:00:00.000000
clickers,6a977878d3152c32d812034426dbec82,couponandgo,2017-09-07 00:00:00.000000
stranger,64bc55b9a83262369e85dd7b7b92735b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,19a2c67918afec74e024aa569356830d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,be4540a0c7bd8a642f6b0a52ec7a3dea,couponandgo,2017-09-07 00:00:00.000000
stranger,863c609c7a51b9acfc6332ec6f4a95fb,couponandgo,2017-09-07 00:00:00.000000
stranger,7463b246a6616e14519138b7752a0644,couponandgo,2017-09-07 00:00:00.000000
stranger,e3d496c86cdfc80ad65e38de7fd149f5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,34508bfcebc684489f472ecc4ea2cb8c,couponandgo,2017-09-07 00:00:00.000000
clickers,42788d14a08404efe516e1ac7676734d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,fdb1a5518ddc0e1751b0d04f951fd942,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b4da5f28ad1a2ce76dbe712be9a9cd11,couponandgo,2017-09-07 00:00:00.000000
clickers,ad2d3953e025a2ae809024196370be3b,couponandgo,2017-09-07 00:00:00.000000
halfslept,595df121fda4223bf1e40d3dc9eba74b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f058b1a409ebb8f33a52b194df0455bd,couponandgo,2017-09-07 00:00:00.000000
clickers,14ceee2b6a8961cdaa43fa8b63fa7e74,couponandgo,2017-09-07 00:00:00.000000
frequent openers,026e5f44e5463d761df76cbd80527cfe,couponandgo,2017-09-07 00:00:00.000000
preactivated,0943e01940651642e5509024652eb53c,couponandgo,2017-09-07 00:00:00.000000
stranger,e749bc7a5616b7c6ff3dc58b6fb2cac7,couponandgo,2017-09-07 00:00:00.000000
aop,647ab4319be8f238b3df0513f20b98ed,couponandgo,2017-09-07 00:00:00.000000
clickers,10a307a45604b6ddfd6283a093fc7493,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c3f87275b78ff2327f5595e7a0fc254c,couponandgo,2017-09-07 00:00:00.000000
halfslept,922d07266a19bc3bef803f67727ddd15,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e0803a7fe6401e52cb2067276d1a00ea,couponandgo,2017-09-07 00:00:00.000000
stranger,4cc2a32e944eced6a5e78c8aed36ec75,couponandgo,2017-09-07 00:00:00.000000
clickers,b7a0ad9185a94f2fa0918161a8afdf9f,couponandgo,2017-09-07 00:00:00.000000
halfslept,9a224d78e3227f516b47d7b94e7ad683,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ee248ed2ac45149c838c3404fabeb527,couponandgo,2017-09-07 00:00:00.000000
clickers,6fb055c98a535c5cb04e6f3a06088317,couponandgo,2017-09-07 00:00:00.000000
halfslept,2da43c0e943f00d355838552ac51edf5,couponandgo,2017-09-07 00:00:00.000000
stranger,4438a45fbe04bcaf975ee5ef44069a82,couponandgo,2017-09-07 00:00:00.000000
frequent openers,98920b01f31c063e95a6a8a45b2ab0b0,couponandgo,2017-09-07 00:00:00.000000
frequent openers,27d0c27c5d6724a28892fd6af931adc8,couponandgo,2017-09-07 00:00:00.000000
clickers,29d8d420a30568a716592188052c012f,couponandgo,2017-09-07 00:00:00.000000
clickers,350ac973f4ffab8f9d72d42e5e817a19,couponandgo,2017-09-07 00:00:00.000000
stranger,dfc771f3fb5bcbcf0c603d68f948d35b,couponandgo,2017-09-07 00:00:00.000000
stranger,46204478e1ccfca651cf02857423b7fa,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e733e45e423b7566da51d587339a1370,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8844f82faf2f56f4b39c03e82d67802b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ce92449f40cd4bbe0c9a08c7e296fb09,couponandgo,2017-09-07 00:00:00.000000
halfslept,3b6275341ed29677e62ae87d53d2f059,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4ea02a8088fd51fdc3bc2ade82cecd88,couponandgo,2017-09-07 00:00:00.000000
stranger,7d5c5ac8632db8ad0deafa2607be0c83,couponandgo,2017-09-07 00:00:00.000000
clickers,e9f7bc4964f43e36ced308e02d2ff0a1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,05e0ed4200949b574b52f1255235ee71,couponandgo,2017-09-07 00:00:00.000000
stranger,27ed067588173e5bbdcbcafd415c670a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,25fea8c8e9975a90815460f92d7cfa5b,couponandgo,2017-09-07 00:00:00.000000
preactivated,dfbed0ef5ac67874b9ab870d566e6286,couponandgo,2017-09-07 00:00:00.000000
stranger,d7aa8a246dd25ec6e5db22a77029e681,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6b51579daaf5ac3659487bcb9f9ccf2d,couponandgo,2017-09-07 00:00:00.000000
slept,009686f904640594be6409ae71cf3b8c,couponandgo,2017-09-07 00:00:00.000000
halfslept,b7487599b0d3c0b74efc633c1b3764b1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,5fca203b219f89e8eee37d78c77e1930,couponandgo,2017-09-07 00:00:00.000000
halfslept,358c9d9fc6bbc669db2036e36d1f3989,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a6d4002ef607b266d297d8ad8e3fa35c,couponandgo,2017-09-07 00:00:00.000000
clickers,7e514e59a41eb21d29c49df3211a0158,couponandgo,2017-09-07 00:00:00.000000
clickers,8cca6fdda344ccb3b652a8c83500d440,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f2955b7cb547970969afbe9d85579146,couponandgo,2017-09-07 00:00:00.000000
clickers,68bdbc5790c70a4b68073c864970150a,couponandgo,2017-09-07 00:00:00.000000
slept,6e37226cbb6e1a33d5a7be2f4e9daa0f,couponandgo,2017-09-07 00:00:00.000000
clickers,831b5892059026f4d174ca507a9f66b4,couponandgo,2017-09-07 00:00:00.000000
clickers,16a921ad50731e2ea036bc5fddb62a2e,couponandgo,2017-09-07 00:00:00.000000
clickers,412b76406e1c02bdd67d365895893358,couponandgo,2017-09-07 00:00:00.000000
new,bc951d67b5a69658c9b7909e63dd7d2c,couponandgo,2017-09-07 00:00:00.000000
stranger,56de503bbf62f791aa51a4fb7364c372,couponandgo,2017-09-07 00:00:00.000000
clickers,52fbd32bfc46d1e15de609ef82e53fda,couponandgo,2017-09-07 00:00:00.000000
halfslept,44414b43fdba04c2076b4ad9664f8dba,couponandgo,2017-09-07 00:00:00.000000
preactivated,56b06c426e4a4392b845906645c12524,couponandgo,2017-09-07 00:00:00.000000
frequent openers,05c880febd373e58aab3b0d25bd9c0da,couponandgo,2017-09-07 00:00:00.000000
clickers,c1855e0657d45658874c406e87afbea1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4085d5ead00367f6daa0c8cdc55916c0,couponandgo,2017-09-07 00:00:00.000000
halfslept,f48ca07dc0c5c8fd45ec2c8ffb0640e1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7dbe9b3f71a464c93a735fdfb0e92c73,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ee50d1d4ce61947e2e6c244b96e00abf,couponandgo,2017-09-07 00:00:00.000000
halfslept,256112735b2b852e594cdd43941a0724,couponandgo,2017-09-07 00:00:00.000000
clickers,80c44dbf8e98512be27ca1ef30408005,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0a54759151d0d64268b1dc4ff913b242,couponandgo,2017-09-07 00:00:00.000000
halfslept,8fd7070f86013358eb7e34922a25c427,couponandgo,2017-09-07 00:00:00.000000
stranger,9f267b4492de66afce8c429fe742d7ec,couponandgo,2017-09-07 00:00:00.000000
frequent openers,92050b168a9cb9f23c694850ec0d5136,couponandgo,2017-09-07 00:00:00.000000
stranger,ef0eaf1f51865a21fb24ce429e56c174,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d852fd0d46c50869d2cd92b30422bbaa,couponandgo,2017-09-07 00:00:00.000000
aop,5073c5b28fe7fdebc726c0d2322ea08c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0bbaafa99bcca18a38c9d13184e4532b,couponandgo,2017-09-07 00:00:00.000000
clickers,4d2d11314b85dcc85bd2c52b05bdebbc,couponandgo,2017-09-07 00:00:00.000000
preactivated,adddac83de49d40f1aeebb73cf40923a,couponandgo,2017-09-07 00:00:00.000000
clickers,c3c02a50e0dd572fd0672a2fc90bb82f,couponandgo,2017-09-07 00:00:00.000000
aop,6f996c1d0d9bd5c4a66f5a2e4ace439a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d78c5ff978130b1e1d445a4bd3723b57,couponandgo,2017-09-07 00:00:00.000000
new,ae47a282b2c8b8756b9d301b63fef7fc,couponandgo,2017-09-07 00:00:00.000000
